5000 3
14.753965 4.988061 2.514051
15.042111 6.946729 -0.938524
5.044556 -3.097615 -4.334605
5.244032 3.029890 -6.125072
8.256376 -1.457011 -0.240596
6.799546 2.108324 0.998186
9.108466 1.865694 4.151494
9.462768 -2.915201 -5.113152
18.454460 6.760975 -4.867332
13.501775 1.640379 3.886911
14.324520 1.992394 -7.323522
17.594662 4.591590 -2.630723
4.864954 7.713191 -0.961725
11.890131 3.538326 -10.997279
8.395576 3.271635 -10.772886
4.308096 -1.166602 -3.668828
5.779115 4.409565 -2.380780
13.585804 -5.937088 -0.296849
13.237494 5.115390 -5.909913
12.549222 3.566553 -9.293662
8.070930 -4.111887 -6.073296
9.967980 1.298141 2.856200
11.320820 -4.563843 -6.244163
12.125486 -0.385404 -2.319729
10.659280 -1.768035 4.002459
10.998805 1.349645 1.792851
14.788510 5.010662 -2.654784
10.145222 6.436788 -9.909443
18.430857 0.245459 2.277492
9.455606 2.677993 -5.725412
16.870159 -1.248876 0.018508
8.223905 0.090400 4.811940
12.899877 6.925627 -2.402043
12.648685 -4.664495 -4.303044
15.047327 0.550466 2.090073
10.186335 4.784199 -7.634671
11.190641 -3.878791 2.768493
10.327064 7.632363 -6.550211
11.141286 5.883711 -8.433764
18.348747 1.682683 -2.383275
7.517151 -0.873536 -4.429470
3.774655 1.799465 -4.976875
14.912898 -3.266763 -4.114978
19.337366 -1.396364 -1.761276
8.845420 2.527719 -2.618744
7.352804 -0.661445 -1.765086
10.040686 1.925699 -0.744732
12.730880 -1.555112 -1.529154
8.406122 6.560055 -6.261502
9.289009 1.142955 -1.868035
19.857395 1.178110 0.319231
17.311556 -4.332430 -0.566533
10.529135 4.009617 0.202159
6.762969 0.458815 -0.786427
7.084710 2.179320 -8.146295
7.973270 2.633412 -1.836307
9.014200 4.241504 -10.146931
19.115763 0.055369 0.444166
11.289033 -1.652714 -6.563293
13.893126 -2.484698 0.717138
12.918121 0.572139 0.260581
9.895494 0.420357 -1.542431
18.378473 5.969895 1.282723
9.495230 -4.653703 -5.639559
13.399916 8.461862 -1.046182
11.775131 9.860781 0.098329
10.616093 4.206171 -0.691988
10.629200 3.536315 -3.911073
8.178205 2.276068 -4.308988
7.798330 2.854635 -1.097155
15.925381 -3.026042 -0.183575
13.276574 -3.206273 -6.434490
10.684290 -2.372501 -7.928947
3.976958 0.722103 -3.400872
8.330441 3.907038 4.140016
11.792709 -2.418074 -2.025916
16.840782 6.506228 2.331304
11.614111 3.841238 1.362891
3.722372 5.092287 -1.742663
16.458483 -0.759894 2.141495
10.515429 9.545862 -8.333058
10.416928 -3.348908 0.003994
17.475100 4.327482 3.178295
10.549038 -1.790494 -4.472970
13.696172 5.529005 -8.018248
12.342661 0.876855 2.343464
15.765759 7.742923 -3.954328
9.877183 2.822691 -11.322346
11.729857 6.468277 -6.364958
14.549007 -1.584741 4.164475
10.022968 11.017927 -2.918725
15.315884 2.587684 -2.219569
12.557424 8.083690 -2.752377
15.628248 -2.144544 0.923415
11.895572 5.511383 -4.749152
15.077067 2.511699 0.008680
2.675318 3.157927 -2.362136
9.251342 5.589782 -7.655978
12.346123 6.213512 2.488327
6.332693 5.318343 -7.951969
11.250081 5.423832 3.563057
10.025267 -1.492217 4.707042
9.314272 6.898324 0.724312
11.609612 4.232983 -6.837620
18.923820 2.179521 -4.290633
7.001770 1.350036 2.562825
8.602800 5.924709 4.468454
7.048837 6.851439 -7.526467
10.473354 0.018007 -10.302365
11.995583 1.027456 -8.855007
12.750614 -3.746834 -5.263824
14.532959 -3.675500 -6.401392
12.226182 8.886711 2.613412
10.622007 3.159747 4.731238
13.799704 -3.097899 2.254750
11.843537 1.636307 -3.100414
13.592062 5.223283 4.587132
9.058275 0.149427 2.578315
5.750729 1.268203 2.830047
12.796494 5.056982 -7.596997
11.891567 0.065108 0.651578
6.102695 1.518123 -6.942994
4.317062 -0.115499 -0.749248
9.176089 5.504646 -7.344305
10.800214 2.213911 -0.543279
5.840675 3.390556 -1.605277
8.702923 0.172857 -2.258152
11.496363 7.380543 0.686631
8.441155 -0.189808 1.325731
10.351204 4.222016 -2.890513
9.516877 -1.627793 -4.341548
14.239401 4.902130 -7.303696
6.686322 3.640891 -9.315264
7.377902 5.921162 3.618275
7.424142 5.407439 -0.451405
9.147076 2.377281 -1.755085
12.600794 -2.337330 -4.379351
12.724283 4.328633 -3.344943
12.888953 3.660913 -1.607785
15.604177 6.353874 1.571084
6.629875 3.607658 -9.953416
8.337531 3.875705 -0.735448
16.197536 3.569674 3.508598
8.145884 2.026216 -9.842843
10.429860 7.595617 4.480877
13.279789 -0.874858 -6.222988
17.147837 -0.753842 -6.723981
6.136255 1.088735 -2.073706
9.554710 -1.908992 1.052743
15.042399 -0.976522 -0.716623
4.098299 -1.771035 -1.144045
6.691926 4.978593 -4.394165
14.396470 1.213681 -0.170550
2.974540 3.075616 -2.874242
7.962064 -1.095502 1.417891
8.847120 0.096368 -0.871961
13.125546 5.906079 5.116679
8.931092 8.634522 -8.428838
10.603642 5.853081 -9.650043
12.769350 -1.609476 -3.758365
10.260854 4.583215 -4.744167
10.245997 6.249911 -2.315374
5.210702 6.640077 -1.365476
7.762904 7.823561 -6.268438
18.694132 0.400207 -2.221870
10.205017 -3.752646 2.615543
11.490357 -0.807386 5.781990
14.969357 7.791805 2.044622
6.670847 -2.343551 -2.523987
6.158021 3.542247 -1.725876
10.087803 5.841978 4.051494
7.648720 0.215671 4.852999
13.331311 6.702466 -0.443251
9.181640 -4.105089 -2.379662
17.389715 3.133706 -1.319087
9.087085 -0.026282 -2.930475
6.490185 4.588320 -7.081791
13.980775 9.369362 0.602804
14.784767 1.676123 4.237679
8.295309 0.439820 -6.689819
12.869826 2.696730 -3.955659
16.500322 6.679503 -0.804418
12.154956 -4.210334 -6.800703
9.857850 2.358513 0.122411
6.296653 0.962438 -1.957300
12.514350 8.336018 -0.240651
12.077786 -2.542891 0.809577
9.433210 3.868319 -9.287477
5.425789 -1.693572 -3.491300
9.954731 2.026266 -2.745766
16.273991 3.892707 -9.497566
8.957722 5.004225 -3.700956
11.728420 4.133523 -0.696873
12.552765 -1.210640 -3.628978
8.204090 1.750317 -7.268576
16.920374 5.019514 -4.253392
10.620773 -6.038190 0.317262
12.352940 6.331089 3.805182
18.821959 2.394949 -4.819654
9.204464 9.518959 -6.480171
9.105815 -2.176851 -3.882080
12.382262 2.591654 -7.154322
7.693638 1.974539 2.606730
11.679475 4.848532 -9.464582
11.945401 4.134782 -4.089101
11.230359 6.748258 -0.627211
10.938789 5.271950 -0.237421
9.696092 0.281862 1.859891
14.566467 -1.906016 2.204799
15.369555 2.006654 -1.763445
15.838857 3.444275 5.172770
4.275493 3.414501 -1.263950
4.841452 0.386373 -1.527314
11.707590 10.546554 -5.086358
8.423055 1.997821 -0.936230
11.280613 6.207232 -3.041403
13.834101 0.903663 -4.728849
5.296036 4.186039 -4.991107
6.304106 -3.980488 0.884507
6.401231 1.084693 1.379594
9.591161 -3.675802 0.706808
9.665675 2.186162 -0.434359
9.730462 3.756464 2.282188
8.416838 6.748228 -9.772347
13.407587 3.479156 4.814497
8.430635 -3.872470 -7.302400
14.872776 3.064251 -7.238895
8.044323 8.851242 0.013758
12.198648 5.677283 3.809508
8.152090 1.652186 -0.156095
6.638812 -3.725175 -1.704024
17.368345 -1.283252 0.971994
6.152059 -3.944821 0.965622
11.575634 3.027925 -5.113391
13.181872 9.635556 -6.565166
6.893841 -4.307988 1.011251
14.480129 7.473855 1.098991
12.280649 9.198195 1.670626
5.873617 3.614608 -1.445691
13.895079 -4.117234 -7.646694
12.486451 3.277058 1.394846
7.665237 -2.553424 -2.029041
10.775660 -0.105257 -5.675603
12.865709 0.027668 -10.813598
8.263733 4.329249 -9.384748
6.581258 9.428666 -1.014864
9.403476 1.804185 -1.525710
14.401611 1.155863 -4.382500
15.627494 7.835920 -1.302192
11.545078 1.128224 -9.654288
11.974957 -3.731577 -0.513538
11.949718 -4.063520 -2.837412
16.062178 2.507429 -2.863675
15.531226 3.281754 5.389276
7.972212 8.836809 -0.302257
13.318801 4.476466 -9.325933
7.196849 3.270520 0.640290
9.792261 2.008997 1.030603
4.977473 1.426411 -1.105816
8.496145 -3.726511 -7.421973
10.808541 8.002519 -4.564023
10.191158 3.146518 -5.142169
10.510566 -1.513340 -4.885796
11.675044 2.214257 -10.386105
4.626180 5.304159 -7.773829
9.813580 10.938461 -3.090208
9.834918 4.334649 1.733043
13.235420 6.606817 4.491509
11.645860 0.701810 -11.132506
14.611740 0.407598 0.065979
9.806994 -1.575556 4.802491
6.612174 -1.184035 -4.658834
8.481388 2.322958 -5.576384
9.112548 0.948176 -0.699450
13.800612 -1.641060 2.698269
13.752270 -5.198938 -2.026227
6.987556 0.797065 2.434570
14.431482 3.231969 3.784936
18.463680 -1.964799 1.820271
7.205362 -0.588795 2.733059
7.760597 1.015122 -3.792430
17.770260 -3.194614 -0.557702
13.136880 -0.641645 0.919884
7.217014 5.857926 -8.860497
9.786061 -1.396025 0.061435
11.398277 0.347049 -0.671630
15.936513 -0.103652 -6.408026
8.441886 -3.852190 -7.325875
6.384621 -0.534875 3.952839
13.121461 -3.450556 -6.447855
8.429768 9.193830 0.169099
13.072525 4.093710 -2.219974
17.844952 6.906635 -2.864760
6.851262 5.511924 -4.420615
11.867966 2.940900 -4.508993
13.709060 8.204556 3.418406
11.756639 1.104393 -0.936763
14.108344 5.971239 -3.117391
7.921172 1.649692 -1.939985
10.368865 0.601359 1.331851
10.530085 6.312369 -9.439673
13.158530 -2.202703 -6.796851
10.618635 -2.555700 -3.049115
9.798107 3.147037 -10.832294
15.793354 -2.339502 -4.265439
11.809878 6.744529 1.454070
15.679028 1.846056 1.283053
14.000358 5.842504 -10.647252
7.282348 1.887167 2.774258
9.084385 3.979198 0.959239
10.558705 1.233024 -5.937421
4.229970 0.045177 -1.164850
7.909353 2.083803 -6.874160
13.412710 1.886520 -3.797360
12.990041 -0.769057 1.013030
14.132177 2.140380 -7.110451
9.832308 5.667775 2.479879
6.154186 -3.322646 -2.998502
12.271743 8.639957 1.162904
9.017652 5.487584 -1.593956
11.083073 5.614745 3.549335
13.013919 9.995580 -1.947512
4.512566 -2.110331 -1.478659
7.212450 0.612177 5.222689
19.816250 1.389329 -1.875476
8.977452 8.710454 0.782677
18.478739 -0.706480 -5.138344
9.922632 -0.866309 -2.474709
15.346162 6.358346 3.574537
15.136428 0.832781 -3.700220
7.167459 5.843588 -2.581198
12.668571 -2.966075 4.211621
8.109978 5.547358 -8.949916
7.827854 -2.813714 -1.590962
17.410866 4.653537 -2.602787
18.062071 -1.852983 -3.053742
5.625129 4.619730 2.649761
9.068884 9.070295 2.814469
7.754210 2.089723 -7.314154
8.096067 -0.446254 -7.802252
14.113795 6.599620 -4.682502
7.056516 3.439401 2.832731
8.452967 7.102192 1.272600
8.668300 7.700693 2.297451
8.336426 4.362013 -6.136119
13.659523 -3.725857 -8.978734
11.694179 -1.356676 -7.203791
10.247128 7.319996 -1.007581
16.796417 6.504787 -2.285696
8.134320 2.507689 3.183043
11.447103 1.126000 2.910730
15.128436 1.573647 -5.799841
8.313299 -1.567557 2.658705
6.836992 0.455461 -0.692283
9.572533 -0.938544 -3.383795
11.439723 0.994334 5.756089
11.005427 5.378286 -10.935692
7.750463 4.400735 0.795943
5.891442 8.517854 -2.706754
12.016572 9.238926 -5.649294
14.277007 5.802347 -1.427342
10.592815 1.806009 -8.865474
6.953136 -2.337696 -8.991588
16.314091 -3.223424 -0.010345
4.130687 0.904713 2.000502
7.085875 3.888699 -8.887725
11.962558 4.360753 -0.557088
11.217415 9.391467 -2.633937
5.569487 6.839275 -4.563370
7.703382 5.239670 -3.056389
12.601583 -4.480593 2.638129
14.092228 1.078726 2.585131
17.381943 -4.345757 -0.696378
9.676446 0.227391 0.290907
13.943343 3.123245 -1.536082
13.811009 0.611549 -5.644377
12.096647 2.270971 3.801693
13.576188 4.832973 -6.028306
8.586823 -0.329789 -8.396634
5.575132 4.184421 -2.025995
11.260728 6.674855 -4.745227
9.725231 2.901479 -11.085291
14.535561 3.919342 -7.246931
14.677454 0.966374 6.100000
15.338981 -4.930403 -3.940107
13.971917 5.539619 -5.191637
12.636560 0.665761 -4.431831
9.210484 4.221445 -4.258084
9.147930 -1.735895 4.156078
6.348437 3.589543 -1.773736
4.865722 6.633331 -6.875452
3.351158 2.028650 -5.220159
12.786127 -1.303861 -3.829937
9.737098 3.171646 -0.552423
9.230415 -0.293170 -5.621086
13.713414 4.766188 -2.073254
5.181121 -2.367426 -6.200634
10.306637 -4.562100 2.355962
13.056677 6.004577 0.809276
17.550367 6.497007 -3.835594
14.620748 1.007200 -8.383017
5.783266 -0.372821 -1.860884
17.433838 -2.570530 -3.418338
8.554583 6.878618 -9.696167
13.794840 -3.738718 -1.192930
7.418423 -0.178110 -10.237346
14.362351 5.946319 -8.381347
16.343353 8.365699 -5.952350
10.926400 3.528144 -3.575852
8.856648 1.336634 -3.040084
17.759542 3.268352 -7.008224
15.948671 0.703604 -7.437731
16.289532 8.065471 -0.117096
15.404963 -1.284627 3.642834
9.864391 -2.323803 -0.838218
8.128921 7.395194 0.883154
6.571486 7.952461 -5.357086
3.442718 5.271531 -4.084543
9.237364 8.537589 2.327249
6.268036 -0.457118 -2.243951
5.212730 1.657843 -1.367296
15.285966 6.375886 -2.414884
7.166997 0.585695 5.280740
10.273122 4.778999 -7.588607
8.487472 7.030457 1.313723
8.329332 -4.928109 -0.161988
9.497696 -5.627471 -0.980131
7.863400 -1.720263 -2.251357
10.429331 -2.321244 -7.696668
14.695421 0.586489 -2.632772
10.629786 2.886402 0.911530
13.858799 2.978564 -2.613665
6.383430 4.969821 0.621609
12.994531 -2.224653 -7.093883
7.509107 2.017510 4.619864
17.562952 6.633292 -2.093868
11.218560 3.158808 3.364259
6.676250 4.711854 0.078409
11.464660 0.172525 -4.703900
7.454776 3.502068 -1.764536
13.121352 -2.122275 -9.219284
12.358027 0.477803 3.822076
9.389642 6.353407 2.689545
14.446199 0.943921 -1.827849
8.090728 0.335750 -4.830799
18.746267 6.245452 -3.476379
17.597494 3.047260 -4.396600
11.106496 -3.504700 -1.761438
18.407776 1.939068 0.162679
14.153126 0.762079 -8.854756
12.450129 6.464995 -1.051167
11.481307 -0.005607 0.345847
8.903057 7.394712 3.727621
8.845067 -3.879715 -2.937428
14.468320 -4.721593 1.116994
11.895085 3.663266 -1.537785
7.968299 0.488162 -2.330348
12.918608 -2.349190 -2.875819
3.735988 -0.298676 -2.679313
16.385023 -1.729864 -1.226663
10.300052 5.425317 0.238535
12.773021 2.379970 -8.781092
7.246212 9.087840 -2.764693
10.554956 -1.878563 -4.301561
16.252920 -1.869332 -0.055975
14.627758 -1.425596 -7.055914
11.573776 3.365822 -8.567997
10.910876 7.190293 -10.018745
15.871643 8.730332 -4.056639
8.706974 7.616209 -8.512039
14.665436 3.530635 -7.292478
4.883466 6.319748 -2.931909
10.329035 5.275238 -6.855126
18.454277 6.164802 -0.322769
7.208691 6.973483 -1.259236
11.835152 -6.784278 -3.485484
8.602383 7.435558 3.035954
14.711453 -0.869774 5.551391
13.497118 1.615179 3.395951
17.661699 8.209949 -1.459376
8.371547 10.624151 -1.805311
14.024271 4.290210 -4.325726
6.491284 -5.113293 -3.870923
4.712906 1.105426 -4.630609
14.074795 -2.277809 -1.166788
15.742101 -0.910482 -7.607907
10.189919 -0.373018 0.454021
14.685351 4.426371 -9.241271
10.790892 -3.082453 1.350457
10.721258 0.031999 -7.116459
7.108925 6.572367 -5.012574
9.749574 3.041087 3.745551
11.046987 -4.144771 2.824173
6.270856 6.853104 -2.027312
9.817107 1.239211 -5.488560
6.860520 -0.075146 -7.714284
9.389477 4.246830 -7.028579
10.716793 3.620083 -5.378257
4.024413 6.434669 -0.413781
7.728660 -1.240499 0.393493
11.337769 -5.302092 -2.313720
4.495269 1.585336 2.209074
17.715906 0.973593 -8.287839
11.591011 6.094111 -7.637837
5.378461 -0.010718 3.749043
11.541853 7.294337 -4.016174
4.534177 3.031545 2.825850
13.380046 4.497306 -6.310076
12.341618 -3.832608 -9.132810
12.920959 10.250031 -0.760457
9.858519 5.571800 -0.828365
5.986753 1.643000 -6.127301
9.532550 5.595553 -10.691483
8.229626 -1.456032 -9.295079
9.175219 2.450128 0.182807
12.630169 3.819137 4.759052
11.297853 2.437967 6.542721
8.702008 7.598841 -8.531256
16.449017 -3.397016 -0.841780
17.828671 7.993086 -1.372792
11.651788 2.464681 1.548951
7.802378 -1.498569 0.643016
13.040192 0.215237 3.012476
13.647088 8.261816 3.495896
15.267925 4.459050 -7.570299
6.046408 -3.278996 -6.079172
6.977566 -0.126928 0.506538
11.632256 -1.287120 3.013113
8.980449 2.030216 0.227983
9.927845 6.519972 -7.235958
13.250084 8.791997 -3.717847
10.903996 1.507388 -7.822196
11.590227 4.670399 -2.891172
13.298606 7.442938 -8.572300
15.434745 4.016294 -0.986127
15.350530 7.892675 -1.579287
9.594304 -2.766065 3.061223
13.641889 -4.418641 -4.536858
5.775703 4.051195 3.386999
7.685657 0.073900 3.200490
9.510386 4.183879 -1.206295
9.767841 -2.298769 -0.908380
18.874460 -0.402452 -4.948244
14.282795 6.018617 -1.478952
12.828768 -5.298227 -4.823947
12.805104 8.184973 -2.746330
6.949487 -2.390665 -6.837359
13.203344 10.046325 -4.860876
6.289716 -0.493338 1.564881
10.155768 9.016315 -0.215213
14.528690 8.044599 -4.934802
15.437674 -0.004791 -6.716174
14.212110 3.230347 -5.022953
13.393078 -0.539366 -8.626824
10.301593 -1.042594 -2.680790
13.188027 -0.492693 0.795229
14.841119 1.058976 -7.168932
4.408910 2.144805 -3.081763
9.066975 -1.902254 -7.684034
14.571901 10.129592 -4.443195
17.892977 2.403594 1.348942
11.060988 5.046571 -3.188742
18.308563 2.234299 1.213996
12.543123 3.427886 -9.184974
10.804080 0.648389 -0.202549
8.347496 3.669432 -7.086080
7.341597 4.973221 4.636618
13.388534 3.419231 -10.880590
14.481410 9.262258 -5.406430
12.212241 0.526818 -1.062091
16.166769 0.842790 -2.466818
7.863215 0.035138 4.692087
11.182351 -2.941584 -3.692764
14.808908 2.950604 -7.335477
9.211659 -0.052823 -0.030720
8.820806 3.934704 -7.787850
10.800306 7.971344 -3.490320
3.902333 -0.521524 -5.768479
14.867464 1.867866 4.350131
10.920814 7.670074 -8.711695
10.746901 -6.050494 -2.308016
10.966246 5.258262 1.445115
8.444377 2.846775 -5.177894
4.935112 6.215263 -3.734202
9.157334 1.861060 4.879508
15.117605 -3.918132 0.439384
13.732411 4.274660 0.503949
15.934474 -4.308932 -2.909259
9.222382 0.690092 -6.811617
10.339898 3.554814 5.007144
13.551573 2.997452 -7.055254
13.626760 3.350054 -8.501586
10.441523 9.042655 -1.737134
15.841396 8.356636 1.815543
11.966022 -0.497584 -5.932566
7.096929 6.684412 -5.027984
10.451319 4.127961 2.304204
11.366677 2.257112 -7.045054
11.164714 2.047216 -8.584094
10.946894 -1.342812 -1.372157
18.573664 4.253195 -0.082600
18.323423 -2.254893 -4.613065
9.688931 0.139158 5.945792
14.812510 4.493468 -0.053967
9.479983 -3.715701 -9.048153
16.021086 -2.987032 3.101998
14.885894 -4.990977 -4.947462
11.920271 -1.054752 -4.516616
5.294772 4.642125 -6.585767
7.842345 5.793827 -0.478011
9.086577 -1.140149 -3.281556
13.814946 5.087087 -8.746046
4.727655 3.214289 -6.265906
8.942289 5.344057 -1.452027
14.666229 3.034268 -4.437150
15.127892 3.338169 2.470172
14.825098 -3.262997 -6.637471
10.498603 4.700635 -7.829473
14.596175 -1.665286 -7.279242
13.123783 9.756399 -6.296215
16.292074 -2.691096 -6.908813
11.662803 2.788996 -11.572780
6.256238 3.737699 -7.329272
15.770516 9.512469 -0.947177
10.070796 3.673690 5.298817
13.298920 9.827783 1.233641
8.398656 -0.065062 -0.072784
17.526110 4.130161 -2.300968
5.396941 -1.093732 2.745028
9.386166 1.063132 -7.290777
8.114813 6.618172 -5.167186
9.968233 -2.451918 0.786733
16.083000 1.019639 3.361216
13.351425 3.843075 -5.380230
13.542341 -2.466974 -1.793937
9.920705 3.212483 -10.519544
15.764067 -0.911666 3.915427
4.486668 3.362996 -6.403198
10.371826 7.680709 4.309465
7.954875 -1.626395 0.824153
9.163312 2.081210 -8.343270
11.682591 -5.989324 -5.786777
7.608762 0.113827 -3.285551
3.855338 4.404030 0.111495
16.840487 7.342791 -5.289425
8.002547 3.992802 2.009020
9.520135 0.243581 -6.315095
9.369384 0.010565 -5.989187
7.168694 2.353914 1.061621
16.087212 -3.280110 -4.502655
10.689354 9.469236 -0.542134
11.598176 1.327896 0.968629
5.107504 0.849822 0.949054
6.367734 3.163151 -3.081559
7.686019 -0.974655 -0.956438
6.667276 0.428819 -0.691396
10.258089 1.915116 -5.622154
9.854753 -3.777586 -4.582939
18.058270 2.126507 -6.058079
6.996799 -3.263146 -1.265098
9.850619 7.210621 -8.160968
5.914340 1.617415 -6.173545
9.652936 3.123991 -0.668279
15.598804 1.529221 -6.929555
3.662161 0.830681 -6.298245
14.762562 -0.954274 5.236922
14.548559 8.828121 -1.890858
11.336046 0.312081 -8.617887
16.172262 8.242436 0.051020
8.353444 2.612460 -5.365559
5.081415 2.364890 -6.866984
10.841384 -1.439848 -8.124387
6.579909 3.640590 -9.901958
10.954153 -0.105488 -7.030293
18.780813 6.147153 -3.251190
9.499215 5.390906 1.066943
10.423545 10.493347 -0.068597
4.970618 1.340506 -8.638401
6.484765 2.268673 -1.103312
11.146717 -3.087641 1.179026
17.819914 -1.659493 -6.315353
11.730781 8.282793 0.743373
8.783395 0.997593 1.479553
11.669573 0.786815 -11.308970
16.316879 5.024623 -0.629434
8.314671 -2.724939 4.107893
10.020243 0.725761 -1.113990
16.606293 5.019781 1.707170
3.726312 4.881745 -0.277273
5.601798 0.097961 -5.879182
6.849627 3.955149 -9.769791
10.971584 5.763566 -5.817042
12.556475 2.664695 -7.073841
10.022714 -1.461240 -10.577303
10.242579 -1.507060 -4.797357
5.563291 3.986744 -0.961709
12.496574 1.680870 5.086067
11.735508 -1.469120 -2.474042
7.233339 6.474140 -1.583609
16.160782 9.244186 -3.326236
10.361206 -2.023247 -4.254807
9.453320 3.816653 -3.293011
11.530962 2.804374 -5.922465
11.115386 9.512036 -5.921271
6.643285 6.638908 -7.529181
15.676651 -2.118430 -5.575767
7.754235 4.174956 -1.675506
5.943729 0.134955 -4.158287
13.087003 -5.248491 -0.277842
12.217412 4.951283 -5.476510
9.900691 -3.051275 -6.980987
11.081244 3.191489 -0.466690
18.172047 4.273557 2.629311
9.474463 4.143019 -1.211969
7.061231 7.045120 -1.330927
4.242727 4.334929 -4.001677
14.989900 8.031450 -7.821491
18.145531 2.465163 1.783746
11.703054 4.832148 -1.673767
13.613980 -2.527616 2.114665
9.905822 3.043952 -10.670471
5.491600 3.934959 -0.101928
11.001886 -0.691559 -9.365793
8.859912 7.865045 -5.050974
14.651092 0.217016 -3.883166
5.735184 -4.120480 -3.785518
12.090160 -1.920159 -0.167208
8.945885 -4.022262 -2.628577
8.950027 -5.955029 -3.585281
15.800279 2.580014 0.758865
12.917090 1.731746 4.962358
16.116835 0.473588 -5.551750
13.455360 1.334703 0.435570
5.931179 4.314760 -8.477009
6.386833 3.233445 -2.792472
6.003739 0.694240 -5.836843
4.949646 -2.811886 -0.923616
9.973044 -3.715202 4.441451
7.700649 9.743258 -3.456167
4.236071 2.765288 -7.833345
10.060205 1.247376 3.028150
9.792423 8.460074 -0.788947
9.610163 5.379106 -1.940116
4.052915 4.943737 -4.031600
15.551227 6.855274 -5.985099
6.221234 5.384077 -1.927239
16.193649 3.052153 -0.660524
6.297338 7.242515 -3.561985
15.107030 1.476831 -3.986737
11.914091 1.365663 -2.666701
6.038344 -2.409717 -7.828808
5.594770 1.331113 -5.082328
10.062224 -4.775305 0.295242
8.102670 5.948477 -0.310981
6.955430 6.808454 -4.912502
9.685535 6.204862 -5.674993
17.010965 5.106194 -1.355709
10.665788 9.243406 -5.186403
19.397831 0.761814 -3.920456
13.733586 0.112039 2.221486
7.143300 4.748426 -7.616011
8.608191 -0.294906 4.573855
11.065885 0.609863 -10.968692
14.267132 -4.943893 0.818523
7.179420 5.839186 -2.524638
13.080284 7.950957 -3.588045
11.829412 -0.552954 -6.133977
12.301953 3.646696 4.630702
5.061289 1.418148 -8.691736
10.851622 0.330973 -2.942432
3.720845 4.707854 -1.580096
18.265066 -0.057067 -1.345919
10.895907 5.952962 -3.424632
4.731199 6.050627 -3.162719
18.034737 1.878493 3.048030
8.170766 0.763327 -8.569385
9.437295 -5.182206 -6.113054
12.566911 3.612521 -7.555741
8.686625 5.440084 -10.000631
14.787423 7.365488 -0.957502
17.867088 7.881363 -1.318781
13.796413 3.889395 1.966345
13.185004 5.592489 -3.003973
11.691906 3.574825 1.129432
5.677317 4.779600 -0.594530
12.824615 5.115713 -7.511628
7.350978 -2.375690 -4.866869
15.130740 7.579225 -2.911859
5.792402 3.925321 1.074240
10.756116 7.735020 1.774556
6.913999 -2.445978 -6.863862
17.272512 -1.051604 -7.286489
6.643798 -0.694762 1.930065
13.328412 6.602430 4.298052
4.798371 0.057340 -1.478309
16.338257 5.482138 1.736041
12.627627 4.185803 -3.220429
10.376970 -4.305677 -8.219247
11.941972 -2.838817 -10.089097
14.629538 0.803294 -2.808838
7.108965 -2.343595 -2.866138
3.902785 5.534995 -4.499957
15.693012 1.431840 -6.778222
13.130303 -6.030363 -4.593098
4.335564 -0.435499 -5.636517
10.025075 4.518635 -4.782594
16.112234 0.683408 -7.493003
10.030111 5.226799 -6.570020
11.708839 10.865155 -5.065435
13.221058 -2.713249 4.062917
15.373052 -0.631794 -3.048206
12.961888 3.689044 4.642472
8.409161 4.583072 2.288512
17.333403 -1.024774 -7.274847
9.398458 -3.516224 -8.542070
8.210984 -2.046049 -8.971716
9.922091 0.699590 -10.054173
14.418350 -2.459096 -0.943545
15.479280 5.787902 4.076968
13.231278 9.856734 1.237769
10.689210 -1.524872 -0.891079
14.555998 6.649457 -6.414241
17.392736 -2.593437 -3.426407
3.925937 -0.063455 -2.347427
16.068178 -0.610665 -0.785951
11.761413 2.762982 -11.401834
11.987597 0.574593 -6.254937
9.366884 1.330228 -9.450915
13.292418 10.192905 -4.703488
11.680265 6.868014 -1.846044
18.211197 -0.114245 -1.401252
14.369486 3.242237 -5.145193
10.672617 4.918542 0.631038
5.522152 -1.774029 2.437982
12.247866 3.172764 0.976826
14.844129 1.840353 1.293558
5.060277 -2.485490 -4.691640
4.098701 5.432056 1.430715
5.700150 6.191519 -5.376176
10.482626 2.976616 -0.479395
13.740285 5.450560 -0.539524
17.347654 3.369559 -8.044766
10.459103 -2.585818 -2.919293
4.244549 4.366597 -4.100407
5.672165 -1.237918 -2.251175
10.363987 6.542077 -7.448906
5.252724 2.372221 1.371156
6.167793 7.291133 0.598983
12.704677 7.016874 4.556076
12.103444 10.416577 -3.466807
6.079696 -0.850674 -6.874958
6.197379 1.273536 -9.911485
7.971885 2.451130 3.010020
10.342126 1.055379 -8.117008
9.767792 2.566724 -4.239733
13.099075 0.866227 -1.523116
16.495022 6.825267 -0.803611
11.355151 3.692111 -1.082824
8.649544 -0.603706 -0.053208
12.714179 -1.320866 -3.414219
7.429387 0.506963 -7.590082
6.429518 -1.556886 -3.545269
14.702512 5.744644 3.010590
17.257523 3.327299 -1.269468
11.411238 5.085697 -1.991730
13.930323 6.363928 1.683247
8.387489 1.314263 1.449961
14.643355 5.913540 -5.636519
10.082305 -3.301107 -0.541399
12.966766 6.853593 4.670438
12.753060 8.164177 0.009738
9.301614 -1.640620 -0.893092
18.632313 2.774184 -1.176734
18.384209 -2.137889 1.667306
